date_of_conception_y,sex,x,f,i,d,c,fi,fd,fc,id,ic,fi_lx,fi_lx_se,fi_lx_lower,fi_lx_upper,fi_hx,fi_hx_se,fi_hx_lower,fi_hx_upper,fd_lx,fd_lx_se,fd_lx_lower,fd_lx_upper,fd_hx,fd_hx_se,fd_hx_lower,fd_hx_upper,id_lx,id_lx_se,id_lx_lower,id_lx_upper,id_hx,id_hx_se,id_hx_lower,id_hx_upper,fdid_lx,fdid_lx_se,fdid_lx_lower,fdid_lx_upper,fdid_hx,fdid_hx_se,fdid_hx_lower,fdid_hx_upper,as.integer(date_of_conception_y)
1995.0,Male,69,0,1666585,20295,0,0,0,0,45,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.700168760547534e-5,4.0251739325035856e-6,1.9112491666258856e-5,3.489088354469182e-5,0.9879689130228585,8.394251527829818e-5,0.988130371407094,0.9878052719577118,2.700168760547534e-5,4.0251739325035856e-6,1.9112491666258856e-5,3.489088354469182e-5,1995
1995.0,Male,70,0,1666540,20340,0,0,0,0,39,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3402052359991973e-5,3.7473274393989663e-6,1.6057425540491298e-5,3.074667917949265e-5,0.98794223655506,8.40343918612347e-5,0.988103868551169,0.9877784220850457,2.3402052359991973e-5,3.7473274393989663e-6,1.6057425540491298e-5,3.074667917949265e-5,1995
1995.0,Male,71,0,1666501,20379,0,0,0,0,44,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.640297297475696e-5,3.980397940887812e-6,1.8601536366479457e-5,3.420440958303446e-5,0.9879191169496345,8.411393299971305e-5,0.9880808992365704,0.9877551523681882,2.640297297475696e-5,3.980397940887812e-6,1.8601536366479457e-5,3.420440958303446e-5,1995
1995.0,Male,72,0,1666457,20423,0,0,0,0,40,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4003307655794968e-5,3.7952561782301193e-6,1.656474223436081e-5,3.144187307722913e-5,0.9878930332922314,8.420357699864151e-5,0.9880549849460036,0.9877288995463311,2.4003307655794968e-5,3.7952561782301193e-6,1.656474223436081e-5,3.144187307722913e-5,1995
1995.0,Male,73,0,1666417,20463,0,0,0,0,52,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.120516133368459e-5,4.327377278231964e-6,2.2723657720832976e-5,3.96866649465362e-5,0.9878693208764106,8.428498465438436e-5,0.9880314263238581,0.9877050335208082,3.120516133368459e-5,4.327377278231964e-6,2.2723657720832976e-5,3.96866649465362e-5,1995
1995.0,Male,74,0,1666365,20515,0,0,0,0,30,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8003420649923484e-5,3.286959867272631e-6,1.1561097691440573e-5,2.4445743608406395e-5,0.9878384947358433,8.439069129957341e-5,0.9880007998650329,0.9876740079376489,1.8003420649923484e-5,3.286959867272631e-6,1.1561097691440573e-5,2.4445743608406395e-5,1995
1995.0,Male,75,0,1666335,20545,0,0,0,0,28,1365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6810370317448835e-5,3.176861378950034e-6,1.0583836430830517e-5,2.303690420406715e-5,0.9878207104239777,8.44516126824468e-5,0.9879831306259698,0.9876561086909442,1.6810370317448835e-5,3.176861378950034e-6,1.0583836430830517e-5,2.303690420406715e-5,1995
1995.0,Male,76,0,1664942,20573,1365,0,0,0,44,1756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6441640295136783e-5,3.986227258765756e-6,1.8628778433764075e-5,3.425450215650949e-5,0.9878041049316004,8.450847815189752e-5,0.9879666325400064,0.9876393959197345,2.6441640295136783e-5,3.986227258765756e-6,1.8628778433764075e-5,3.425450215650949e-5,1995
1995.0,Male,77,0,1663142,20617,3121,0,0,0,32,1823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9251426335169136e-5,3.4032035271201843e-6,1.2581269989953895e-5,2.5921582680384375e-5,0.9877779861160879,8.459792656738674e-5,0.9879406826634961,0.9876131083614628,1.9251426335169136e-5,3.4032035271201843e-6,1.2581269989953895e-5,2.5921582680384375e-5,1995
1995.0,Male,78,0,1661287,20649,4944,0,0,0,18,2165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.084209660850183e-5,2.5555066780128874e-6,5.833395557344975e-6,1.5850797659658684e-5,0.9877589701639948,8.466305930425722e-5,0.9879217897188456,0.9875939695411152,1.084209660850183e-5,2.5555066780128874e-6,5.833395557344975e-6,1.5850797659658684e-5,1995
1995.0,Male,79,0,1659104,20667,7109,0,0,0,28,2403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6888952423519434e-5,3.1917120011029176e-6,1.0633311852333451e-5,2.3144592994705417e-5,0.9877482608438701,8.469976242968371e-5,0.9879111497127367,0.9875831909830473,1.6888952423519434e-5,3.1917120011029176e-6,1.0633311852333451e-5,2.3144592994705417e-5,1995
1995.0,Male,80,0,1656673,20695,9512,0,0,0,24,3076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4500432898340486e-5,2.9598884707889368e-6,8.699158097338836e-6,2.0301707699342136e-5,0.9877315789513562,8.475698222991574e-5,0.987894575877203,0.9875664011479217,1.4500432898340486e-5,2.9598884707889368e-6,8.699158097338836e-6,2.0301707699342136e-5,1995
1995.0,Male,81,0,1653573,20719,12588,0,0,0,23,3200,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3922842632833754e-5,2.9031133735238457e-6,8.23284497769044e-6,1.961284028797707e-5,0.9877172565197148,8.480615985660178e-5,0.9878803463125869,0.9875519859431945,1.3922842632833754e-5,2.9031133735238457e-6,8.23284497769044e-6,1.961284028797707e-5,1995
1995.0,Male,82,0,1650350,20742,15788,0,0,0,25,4451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5168872018406517e-5,3.0337744035940467e-6,9.222783450142705e-6,2.1114960586670328e-5,0.9877035047835181,8.485344161624812e-5,0.9878666838613624,0.9875381450075367,1.5168872018406517e-5,3.0337744035940467e-6,9.222783450142705e-6,2.1114960586670328e-5,1995
1995.0,Male,83,0,1645874,20767,20239,0,0,0,31,5402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88661159992271e-5,3.3884544619625963e-6,1.2224867290526365e-5,2.550736470792783e-5,0.9876885225490937,8.490504508086667e-5,0.9878517990711684,0.987523065415807,1.88661159992271e-5,3.3884544619625963e-6,1.2224867290526365e-5,2.550736470792783e-5,1995
1995.0,Male,84,0,1640441,20798,25641,0,0,0,31,8591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.894714967637046e-5,3.403008540018319e-6,1.2277375498852325e-5,2.5616923853888593e-5,0.9876698888786286,8.496937629821574e-5,0.9878332868770733,0.9875043103670688,1.894714967637046e-5,3.403008540018319e-6,1.2277375498852325e-5,2.5616923853888593e-5,1995
1995.0,Male,85,0,1631819,20829,34232,0,0,0,21,10821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2911968657118369e-5,2.8176225590909113e-6,7.389529919272604e-6,1.8434407394964135e-5,0.9876511755266956,8.503421398108705e-5,0.987814695956994,0.9874854746674345,1.2911968657118369e-5,2.8176225590909113e-6,7.389529919272604e-6,1.8434407394964135e-5,1995
1995.0,Male,86,0,1620977,20850,45053,0,0,0,15,18462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.306720662191788e-6,2.402984942138867e-6,4.596956720207543e-6,1.4016484604176031e-5,0.9876384230880026,8.507863865039823e-5,0.9878020274064809,0.987472638384177,9.306720662191788e-6,2.402984942138867e-6,4.596956720207543e-6,1.4016484604176031e-5,1995
1995.0,Male,87,0,1602500,20865,63515,0,0,0,18,30174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1339268390403451e-5,2.67269119080656e-6,6.1008899146251255e-6,1.6577646866181775e-5,0.9876292314558557,8.51109415947473e-5,0.9877928967772484,0.987463385765362,1.1339268390403451e-5,2.67269119080656e-6,6.1008899146251255e-6,1.6577646866181775e-5,1995
1995.0,Male,88,0,1572308,20883,93689,0,0,0,22,61662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4272127961304369e-5,3.0428279051915538e-6,8.308294855975467e-6,2.023596106663327e-5,0.9876180325264238,8.515089886938677e-5,0.9877817733167684,0.9874521113552724,1.4272127961304369e-5,3.0428279051915538e-6,8.308294855975467e-6,2.023596106663327e-5,1995
1995.0,Male,89,0,1510624,20905,155351,0,0,0,23,106983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5784550493747602e-5,3.291306297255587e-6,9.333708689036771e-6,2.2235392298458434e-5,0.9876039372160716,8.52026953511249e-5,0.9877677758658591,0.9874379180925418,1.5784550493747602e-5,3.291306297255587e-6,9.333708689036771e-6,2.2235392298458434e-5,1995
1995.0,Male,90,0,1403618,20928,262334,0,0,0,9,251697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.043548696356528e-6,2.347849565437616e-6,2.4418481069807844e-6,1.1645249285732273e-5,0.9875883484548876,8.526333083708398e-5,0.9877523017297867,0.9874222144306422,7.043548696356528e-6,2.347849565437616e-6,2.4418481069807844e-6,1.1645249285732273e-5,1995
1995.0,Male,91,0,1151912,20937,514031,0,0,0,11,385752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1469916754472355e-5,3.458310022779107e-6,4.691753662451413e-6,1.8248079846493297e-5,0.9875813923527611,8.529425250497208e-5,0.98774540415708445,0.9874151994780592,1.1469916754472355e-5,3.458310022779107e-6,4.691753662451413e-6,1.8248079846493297e-5,1995
1995.0,Male,92,0,766149,20948,899783,0,0,0,1,561695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.060576837879996e-6,2.060576837878902e-6,-1.9780795517400813e-6,6.099233227500073e-6,0.9875700649413648,8.536162520002729e-5,0.987734204564401,0.9874037428546335,2.060576837879996e-6,2.060576837878902e-6,-1.9780795517400813e-6,6.099233227500073e-6,1995
1995.0,Male,93,0,204453,20949,1461478,0,0,0,0,178309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,0.0,NaN,NaN,NaN,1995
1995.0,Male,94,0,26144,20949,1639787,0,0,0,0,35104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,0.0,NaN,NaN,NaN,1995
1995.0,Male,95,0,-8960,20949,1674891,0,0,0,0,1642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,-0.0,NaN,NaN,NaN,1995
1995.0,Male,96,0,-10602,20949,1676533,0,0,0,0,339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,-0.0,NaN,NaN,NaN,1995
1995.0,Male,97,0,-10941,20949,1676872,0,0,0,0,52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,-0.0,NaN,NaN,NaN,1995
1995.0,Male,98,0,-10993,20949,1676924,0,0,0,0,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,-0.0,NaN,NaN,NaN,1995
1995.0,Male,99,0,-11013,20949,1676944,0,0,0,0,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0,NaN,NaN,NaN,0.9875680299794598,8.53857019005301e-5,0.9877322154359602,0.9874016611966769,-0.0,NaN,NaN,NaN,1995
1995.0,Female,0,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,1,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,2,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,3,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,4,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,5,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,6,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,7,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,8,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,9,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,10,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,11,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,12,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,13,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,14,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,15,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,16,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,17,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,18,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,19,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,20,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,21,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,22,1610708,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,0.0,NaN,NaN,NaN,1995
1995.0,Female,23,1610708,0,0,0,1126,826,0,673,0,1.0,0.0,1.0,1.0,6.993159001207966e-4,2.084031029493613e-5,6.584696425160825e-4,7.401621577255108e-4,1.0,0.0,1.0,1.0,5.129494906212836e-4,1.7847794833334418e-5,4.7796845554448804e-4,5.479305256980791e-4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0.0,1.0,1.0,9.310799005067523e-4,2.4048394520543185e-5,8.839459133604773e-4,9.782138876530274e-4,1995
1995.0,Female,24,1608756,453,1499,0,1489,648,0,480,0,0.9993009285357743,2.0825743974872988e-5,0.9993405509288673,0.9992589263503346,9.259884024461269e-4,2.3997066331468547e-5,8.789550167018298e-4,9.73021788190424e-4,0.9994871820342359,1.7838643336908e-5,0.9995209634306425,0.999451019046548,4.028768390581635e-4,1.582649661673559e-5,3.718574756879167e-4,4.3389620242841026e-4,NaN,NaN,NaN,NaN,2.253521126760564,NaN,NaN,NaN,0.9990693533526871,2.4026019169907137e-5,0.9991152308168881,0.9990210981943963,7.01211267868299e-4,2.0878260388863336e-5,6.602906294462777e-4,7.421319062903204e-4,1995
1995.0,Female,25,1606619,1462,2627,0,1656,541,0,323,0,0.9983760156946786,3.17316831616251e-5,0.998436936530768,0.9983127224588386,0.0010312674563501725,2.534201181158156e-5,9.81598025903684e-4,0.001080936886796661,0.9990845928945788,2.383234233900261e-5,0.9991300915675185,0.999036715659647,3.3678868564324615e-4,1.4479676340125777e-5,3.084090415088029e-4,3.651683297776894e-4,NaN,NaN,NaN,NaN,0.24836601307189543,0.013712482819525681,0.22149004060700084,0.27524198553679,0.9983690401984717,3.179499588586791e-5,0.9984300848261165,0.9983056239244457,5.37430745143996e-4,1.828376458552974e-5,5.015952250545488e-4,5.732662652334432e-4,1995
1995.0,Female,26,1604422,2795,3491,0,1864,434,0,277,0,0.9973469536196065,4.054182836573744e-5,0.9974250328998139,0.9972665100310283,0.0011624643745829408,2.692505659348004e-5,0.0011096922333780172,0.0012152365157878644,0.9987481691595452,2.786995763167496e-5,0.9988015538886568,0.9986924079670055,2.705389897176483e-4,1.2986286955472209e-5,2.4508633499202044e-4,2.9599164444327615e-4,NaN,NaN,NaN,NaN,0.10427253905514774,0.006256608970832312,0.0920098108069662,0.11653526730332929,0.9978326301229025,3.664265718695865e-5,0.9979031221980228,0.9977597709319014,4.424774630545321e-4,1.6594200931055185e-5,4.099534268774429e-4,4.750014992316213e-4,1995
1995.0,Female,27,1602124,4382,4202,0,2253,380,0,239,0,0.9961882467946271,4.857227506350785e-5,0.9962819159542652,0.9960922224723928,0.0014072476690313383,2.9647619934065524e-5,0.001349139401733238,0.0014653559363294385,0.998478005383796,3.073182510628243e-5,0.9985369750895137,0.9984166606888498,2.372132684617469e-4,1.2168783827863427e-5,2.1336289042348113e-4,2.6106364650001267e-4,NaN,NaN,NaN,NaN,0.05607038123167156,0.003625465859013039,0.04896459872082644,0.06317616374251668,0.9973912093315487,4.019240337792263e-5,0.9974686095948169,0.9973114456544128,3.8538248589135886e-4,1.5489829636260994e-5,3.5502297767762617e-4,4.1574199410509156e-4,1995
1995.0,Female,28,1599491,6396,4821,0,2763,405,0,206,0,0.9947873489115493,5.6766870290294744e-5,0.9948968661816958,0.9946754876096414,0.0017289178244669719,3.28915050961495e-5,0.0016644516590812032,0.0017933839898527405,0.9982411812415661,3.303870432691857e-5,0.9983046495852383,0.9981753390239761,2.532376116004085e-4,1.2583477987977762e-5,2.2857444794371958e-4,2.779007752570975e-4,NaN,NaN,NaN,NaN,0.03273478468139202,0.002280435004326594,0.028265214203827455,0.037204355158956585,0.997006906279723,4.304283154284081e-5,0.9970898470773675,0.9969216052793566,3.8054748388667906e-4,1.5395303035792712e-5,3.5037324440544517e-4,4.1072172336791295e-4,1995
1995.0,Female,29,1596323,8953,5432,0,2673,365,0,136,0,0.99306892883601106,6.54084238052143e-5,0.9931950803438954,0.9929404470176879,0.0016758762534980704,3.241472305134792e-5,0.001612344563748588,0.0017394079432475527,0.9979884210332232,3.5337102300364256e-5,0.9980563682664839,0.9979181009175877,2.286766108622643e-4,1.196948078797623e-5,2.052168596041868e-4,2.521363621203418e-4,NaN,NaN,NaN,NaN,0.01530669667979741,0.0013124999711901124,0.01273424400655493,0.017879149353039886,0.9966275699878563,4.568035953265158e-5,0.9967156317278026,0.9965371512069207,3.1214457340397397e-4,1.3945590903689831e-5,2.8481171748961253e-4,3.394774293183354e-4,1995
1995.0,Female,30,1593285,11490,5933,0,3888,388,0,164,0,0.9914060615799616,7.277829350537365e-5,0.9915463263083659,0.9912634798247609,0.002443222414303408,3.918316850134225e-5,0.002366424815240613,0.002520020013366203,0.9977602305143387,3.729299188503641e-5,0.9978319864579536,0.9976861023793506,2.435516866268154e-4,1.236446345973958e-5,2.1931778355756433e-4,2.677855896960665e-4,NaN,NaN,NaN,NaN,0.014375876577840112,0.0011225383628901068,0.01217574181531095,0.016576011340369276,0.9963165266454255,4.7733032440541666e-5,0.9964085697103283,0.9962221291273139,3.4403262326744983e-4,1.464300065088369e-5,3.1533286936612123e-4,3.7273237716877844e-4,1995
